Ubigeo|Departamento|Provincia|Distrito|Nombre de la Municipalidad|Dirección
060904|CAJAMARCA|SAN IGNACIO|LA COIPA|MUNICIPALIDAD DISTRITAL DE LA COIPA|Av. San Martín N° 407
060905|CAJAMARCA|SAN IGNACIO|NAMBALLE|MUNICIPALIDAD DISTRITAL DE NAMBALLE|Calle Carlos Carrión N° 423
060906|CAJAMARCA|SAN IGNACIO|SAN JOSÉ DE LOURDES|MUNICIPALIDAD DISTRITAL DE SAN JOSÉ DE LOURDES|Jr. Tacna N° 104
060907|CAJAMARCA|SAN IGNACIO|TABACONAS|MUNICIPALIDAD DISTRITAL DE TABACONAS|Calle Coyona S/N - Parque Principal
061001|CAJAMARCA|SAN MARCOS|PEDRO GÁLVEZ|MUNICIPALIDAD PROVINCIAL DE PEDRO GÁLVEZ|Jr. Leoncio Prado N° 360
061002|CAJAMARCA|SAN MARCOS|CHANCAY|MUNICIPALIDAD DISTRITAL DE CHANCAY|Jr. Los Precursores S/N
061003|CAJAMARCA|SAN MARCOS|EDUARDO VILLANUEVA|MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA|Av. San Juan N° 498
061004|CAJAMARCA|SAN MARCOS|GREGORIO PITA|MUNICIPALIDAD DISTRITAL DE GREGORIO PITA|Calle Real S/N - Plaza de Armas
061005|CAJAMARCA|SAN MARCOS|ICHOCÁN|MUNICIPALIDAD DISTRITAL DE ICHOCÁN|Jr. Antonio Raymondi N° 324
061006|CAJAMARCA|SAN MARCOS|JOSÉ MANUEL QUIROZ|MUNICIPALIDAD DISTRITAL DE JOSÉ MANUEL QUIROZ|Plaza de Armas Shirac S/N
061007|CAJAMARCA|SAN MARCOS|JOSÉ SABOGAL|MUNICIPALIDAD DISTRITAL DE JOSÉ SABOGAL|Av. El Maestro S/N - Plaza de Armas
061101|CAJAMARCA|SAN MIGUEL|SAN MIGUEL|MUNICIPALIDAD PROVINCIAL DE SAN MIGUEL|Jr. Bolognesi N° 407
061102|CAJAMARCA|SAN MIGUEL|BOLÍVAR|MUNICIPALIDAD DISTRITAL DE BOLÍVAR|Calle San Martín N° 300
061103|CAJAMARCA|SAN MIGUEL|CALQUIS|MUNICIPALIDAD DISTRITAL DE CALQUIS|Jr. San Miguel S/N
061104|CAJAMARCA|SAN MIGUEL|CATILLUC|MUNICIPALIDAD DISTRITAL DE CATILLUC|Jr. 20 de Agosto N° 453
061105|CAJAMARCA|SAN MIGUEL|EL PRADO|MUNICIPALIDAD DISTRITAL DE EL PRADO|Jr. San Isidro N° 297
061106|CAJAMARCA|SAN MIGUEL|LA FLORIDA|MUNICIPALIDAD DISTRITAL DE LA FLORIDA|Calle Simón Bolívar N° 200
061107|CAJAMARCA|SAN MIGUEL|LLAPA|MUNICIPALIDAD DISTRITAL DE LLAPA|Jr. Ramón Castilla N° 250
061108|CAJAMARCA|SAN MIGUEL|NANCHOC|MUNICIPALIDAD DISTRITAL DE NANCHOC|Calle Miguel Grau S/N
061109|CAJAMARCA|SAN MIGUEL|NIEPOS|MUNICIPALIDAD DISTRITAL DE NIEPOS|Calle Progreso N° 220
061110|CAJAMARCA|SAN MIGUEL|SAN GREGORIO|MUNICIPALIDAD DISTRITAL DE SAN GREGORIO|Jr. Franciso Huerta N° 5
061111|CAJAMARCA|SAN MIGUEL|SAN SILVESTRE DE COCHÁN|MUNICIPALIDAD DISTRITAL DE SAN SILVESTRE DE COCHÁN|Av. Cajamarca N° 411
061112|CAJAMARCA|SAN MIGUEL|TONGOD|MUNICIPALIDAD DISTRITAL DE TONGOD|Jr. San Martín N° 369
061113|CAJAMARCA|SAN MIGUEL|UNIÓN AGUA BLANCA|MUNICIPALIDAD DISTRITAL DE UNIÓN AGUA BLANCA|Calle José María Flores N° 113
061201|CAJAMARCA|SAN PABLO|SAN PABLO|MUNICIPALIDAD PROVINCIAL DE SAN PABLO|Jr. Lima N° 769
061202|CAJAMARCA|SAN PABLO|SAN BERNARDINO|MUNICIPALIDAD DISTRITAL DE SAN BERNARDINO|Jr. 11 de Diciembre N° 130
061203|CAJAMARCA|SAN PABLO|SAN LUIS|MUNICIPALIDAD DISTRITAL DE SAN LUIS|Jr. Lima N° 315 Mz. 9 Lt. 1
061204|CAJAMARCA|SAN PABLO|TUMBADÉN|MUNICIPALIDAD DISTRITAL DE TUMBADÉN|Calle 11 de Diciembre S/N
061301|CAJAMARCA|SANTA CRUZ|SANTA CRUZ|MUNICIPALIDAD PROVINCIAL DE SANTA CRUZ|Jr. Cutervo N° 330 - Plaza Principal
061302|CAJAMARCA|SANTA CRUZ|ANDABAMBA|MUNICIPALIDAD DISTRITAL DE ANDABAMBA|Calle Eleodoro Benel Zuoleta S/N - Plaza de Armas
061303|CAJAMARCA|SANTA CRUZ|CATACHE|MUNICIPALIDAD DISTRITAL DE CATACHE|Calle San Agustín N° 475
061304|CAJAMARCA|SANTA CRUZ|CHANCAYBAÑOS|MUNICIPALIDAD DISTRITAL DE CHANCAYBAÑOS|Jr. 13 de Junio N° 560
061305|CAJAMARCA|SANTA CRUZ|LA ESPERANZA|MUNICIPALIDAD DISTRITAL DE LA ESPERANZA|Jr. Túpac Amaru S/N
061306|CAJAMARCA|SANTA CRUZ|NINABAMBA|MUNICIPALIDAD DISTRITAL DE NINABAMBA|Calle Burga Puelles S/N
061307|CAJAMARCA|SANTA CRUZ|PULÁN|MUNICIPALIDAD DISTRITAL DE PULÁN|Jr. 9 de Agosto S/N
061308|CAJAMARCA|SANTA CRUZ|SAUCEPAMPA|MUNICIPALIDAD DISTRITAL DE SAUCEPAMPA|Calle Marino Becerra S/N
061309|CAJAMARCA|SANTA CRUZ|SEXI|MUNICIPALIDAD DISTRITAL DE SEXI|Jr. San Martín S/N
061310|CAJAMARCA|SANTA CRUZ|UTICYACU|MUNICIPALIDAD DISTRITAL DE UTICYACU|Jr. Zarumilla - Plaza de Armas S/N
061311|CAJAMARCA|SANTA CRUZ|YAUYUCÁN|MUNICIPALIDAD DISTRITAL DE YAUYUCÁN|Av. Cajamarca S/N Mz. 25 Lt. 15
070101|CALLAO|CALLAO|CALLAO|MUNICIPALIDAD PROVINCIAL DE CALLAO|Jr. Paz Soldán N° 252
070102|CALLAO|CALLAO|BELLAVISTA|MUNICIPALIDAD DISTRITAL DE BELLAVISTA|Jr. Francisco Bolognesi N° 498
070103|CALLAO|CALLAO|CARMEN DE LA LEGUA REYNOSO|MUNICIPALIDAD DISTRITAL DE CARMEN DE LA LEGUA REYNOSO|Av. Primero de Mayo N° 898
070104|CALLAO|CALLAO|LA PERLA|MUNICIPALIDAD DISTRITAL DE LA PERLA|Calle Juan José Pardo N° 598
070105|CALLAO|CALLAO|LA PUNTA|MUNICIPALIDAD DISTRITAL DE LA PUNTA|Jr. Sáenz Peña N° 298
070106|CALLAO|CALLAO|VENTANILLA|MUNICIPALIDAD DISTRITAL DE VENTANILLA|Av. La Playa N° 188
070107|CALLAO|CALLAO|MI PERÚ|MUNICIPALIDAD DISTRITAL DE MI PERÚ|Av. Ayacucho N° 7 Mz. G Lt. 6
080101|CUSCO|CUSCO|CUSCO|MUNICIPALIDAD PROVINCIAL DE CUSCO|Plaza Kusipata S/N
080102|CUSCO|CUSCO|CCORCA|MUNICIPALIDAD DISTRITAL DE CCORCA|Plaza de Armas S/N
080103|CUSCO|CUSCO|POROY|MUNICIPALIDAD DISTRITAL DE POROY|Plaza Domingo Echegaray S/N
080104|CUSCO|CUSCO|SAN JERÓNIMO|MUNICIPALIDAD DISTRITAL DE SAN JERÓNIMO|Plaza de Armas S/N
080105|CUSCO|CUSCO|SAN SEBASTIÁN|MUNICIPALIDAD DISTRITAL DE SAN SEBASTIÁN|Plaza de Armas S/N
080106|CUSCO|CUSCO|SANTIAGO|MUNICIPALIDAD DISTRITAL DE SANTIAGO|Av. Ruíz Caro S/N
080107|CUSCO|CUSCO|SAYLLA|MUNICIPALIDAD DISTRITAL DE SAYLLA|Plaza Principal S/N
080108|CUSCO|CUSCO|WANCHAQ|MUNICIPALIDAD DISTRITAL DE WANCHAQ|Av. La Cultura N° 500
080201|CUSCO|ACOMAYO|ACOMAYO|MUNICIPALIDAD PROVINCIAL DE ACOMAYO|Plaza de Armas S/N
080202|CUSCO|ACOMAYO|ACOPIA|MUNICIPALIDAD DISTRITAL DE ACOPIA|Plaza de Armas N° 211
080203|CUSCO|ACOMAYO|ACOS|MUNICIPALIDAD DISTRITAL DE ACOS|Plaza de Armas S/N
080204|CUSCO|ACOMAYO|MOSOC LLACTA|MUNICIPALIDAD DISTRITAL DE MOSOC LLACTA|Calle Tupac Amaru S/N
080205|CUSCO|ACOMAYO|POMACANCHI|MUNICIPALIDAD DISTRITAL DE POMACANCHI|Plaza de Armas N° 100
080206|CUSCO|ACOMAYO|RONDOCÁN|MUNICIPALIDAD DISTRITAL DE RONDOCÁN|Plaza de Armas S/N
080207|CUSCO|ACOMAYO|SANGARARA|MUNICIPALIDAD DISTRITAL DE SANGARARA|Plaza de Armas S/N
080301|CUSCO|ANTA|ANTA|MUNICIPALIDAD PROVINCIAL DE ANTA|Av. Los Andes S/N
080302|CUSCO|ANTA|ANCAHUASI|MUNICIPALIDAD DISTRITAL DE ANCAHUASI|Plaza de Armas S/N
080303|CUSCO|ANTA|CACHIMAYO|MUNICIPALIDAD DISTRITAL DE CACHIMAYO|Av. Leónidas Rodriguez N° 276
080304|CUSCO|ANTA|CHINCHAYPUJIO|MUNICIPALIDAD DISTRITAL DE CHINCHAYPUJIO|Plaza de Armas S/N
080305|CUSCO|ANTA|HUAROCONDO|MUNICIPALIDAD DISTRITAL DE HUAROCONDO|Plaza de Armas S/N
080306|CUSCO|ANTA|LIMATAMBO|MUNICIPALIDAD DISTRITAL DE LIMATAMBO|Plaza de Armas S/N Mz. A Lt. 1 Km. 57
080307|CUSCO|ANTA|MOLLEPATA|MUNICIPALIDAD DISTRITAL DE MOLLEPATA|Plaza de Armas S/N
080308|CUSCO|ANTA|PUCYURA|MUNICIPALIDAD DISTRITAL DE PUCYURA|Jr. Lima S/N
080309|CUSCO|ANTA|ZURITE|MUNICIPALIDAD DISTRITAL DE ZURITE|Plaza de Armas S/N
080401|CUSCO|CALCA|CALCA|MUNICIPALIDAD PROVINCIAL DE CALCA|Plaza de Armas S/N
080402|CUSCO|CALCA|COYA|MUNICIPALIDAD DISTRITAL DE COYA|Plaza de Armas S/N
080403|CUSCO|CALCA|LAMAY|MUNICIPALIDAD DISTRITAL DE LAMAY|Plaza de Armas S/N
080404|CUSCO|CALCA|LARES|MUNICIPALIDAD DISTRITAL DE LARES|Calle Bolognesi S/N
080405|CUSCO|CALCA|PISAC|MUNICIPALIDAD DISTRITAL DE PISAC|Plaza Constitución N° 519
080406|CUSCO|CALCA|SAN SALVADOR|MUNICIPALIDAD DISTRITAL DE SAN SALVADOR|Plaza Principal S/N
080407|CUSCO|CALCA|TARAY|MUNICIPALIDAD DISTRITAL DE TARAY|Plaza de Armas S/N
080408|CUSCO|CALCA|YANATILE|MUNICIPALIDAD DISTRITAL DE YANATILE|Plaza de Armas S/N
080501|CUSCO|CANAS|YANAOCA|MUNICIPALIDAD PROVINCIAL DE YANAOCA|Plaza de Armas S/N
080502|CUSCO|CANAS|CHECCA|MUNICIPALIDAD DISTRITAL DE CHECCA|Plaza de Armas S/N
080503|CUSCO|CANAS|KUNTURKANKI|MUNICIPALIDAD DISTRITAL DE KUNTURKANKI|Plaza de Armas S/N
080504|CUSCO|CANAS|LANGUI|MUNICIPALIDAD DISTRITAL DE LANGUI|Plaza de Armas S/N
080505|CUSCO|CANAS|LAYO|MUNICIPALIDAD DISTRITAL DE LAYO|Plaza de Armas S/N
080506|CUSCO|CANAS|PAMPAMARCA|MUNICIPALIDAD DISTRITAL DE PAMPAMARCA|Plaza de Armas S/N
080507|CUSCO|CANAS|QUEHUE|MUNICIPALIDAD DISTRITAL DE QUEHUE|Plaza de Armas S/N
080508|CUSCO|CANAS|TÚPAC AMARU|MUNICIPALIDAD DISTRITAL DE TÚPAC AMARU|Plaza de Justicia Social de Tungasuca S/N
080601|CUSCO|CANCHIS|SICUANI|MUNICIPALIDAD PROVINCIAL DE SICUANI|Jr. 28 de Julio N° 128 - Plaza de Armas
080602|CUSCO|CANCHIS|CHECACUPE|MUNICIPALIDAD DISTRITAL DE CHECACUPE|Plaza de Armas S/N
080603|CUSCO|CANCHIS|COMBAPATA|MUNICIPALIDAD DISTRITAL DE COMBAPATA|Plaza de Armas S/N
080604|CUSCO|CANCHIS|MARANGANI|MUNICIPALIDAD DISTRITAL DE MARANGANI|Plaza de Armas S/N
080605|CUSCO|CANCHIS|PITUMARCA|MUNICIPALIDAD DISTRITAL DE PITUMARCA|Plaza de Armas S/N
080606|CUSCO|CANCHIS|SAN PABLO|MUNICIPALIDAD DISTRITAL DE SAN PABLO|Plaza de Armas S/N
080607|CUSCO|CANCHIS|SAN PEDRO|MUNICIPALIDAD DISTRITAL DE SAN PEDRO|Plaza de Armas N° 101
080608|CUSCO|CANCHIS|TINTA|MUNICIPALIDAD DISTRITAL DE TINTA|Plaza de Armas S/N
080701|CUSCO|CHUMBIVILCAS|SANTO TOMÁS|MUNICIPALIDAD PROVINCIAL DE SANTO TOMÁS|Parque Paliza N° 100
080702|CUSCO|CHUMBIVILCAS|CAPACMARCA|MUNICIPALIDAD DISTRITAL DE CAPACMARCA|Av. Cusco S/N
080703|CUSCO|CHUMBIVILCAS|CHAMACA|MUNICIPALIDAD DISTRITAL DE CHAMACA|Calle Concepción S/N
080704|CUSCO|CHUMBIVILCAS|COLQUEMARCA|MUNICIPALIDAD DISTRITAL DE COLQUEMARCA|Calle Paseo del Qorilazo S/N
080705|CUSCO|CHUMBIVILCAS|LIVITACA|MUNICIPALIDAD DISTRITAL DE LIVITACA|Plaza de Armas S/N
080706|CUSCO|CHUMBIVILCAS|LLUSCO|MUNICIPALIDAD DISTRITAL DE LLUSCO|Av. José Carlos Mariátegui S/N
080707|CUSCO|CHUMBIVILCAS|QUIÑOTA|MUNICIPALIDAD DISTRITAL DE QUIÑOTA|Plaza de Armas S/N
080708|CUSCO|CHUMBIVILCAS|VELILLE|MUNICIPALIDAD DISTRITAL DE VELILLE|Plaza de Armas S/N
080801|CUSCO|ESPINAR|ESPINAR|MUNICIPALIDAD PROVINCIAL DE ESPINAR|Plaza de Armas N° 101
080802|CUSCO|ESPINAR|CONDOROMA|MUNICIPALIDAD DISTRITAL DE CONDOROMA|Plaza de Armas S/N
080803|CUSCO|ESPINAR|COPORAQUE|MUNICIPALIDAD DISTRITAL DE COPORAQUE|Plaza de Armas S/N
080804|CUSCO|ESPINAR|OCORURO|MUNICIPALIDAD DISTRITAL DE OCORURO|Plaza de Armas S/N
080805|CUSCO|ESPINAR|PALLPATA|MUNICIPALIDAD DISTRITAL DE PALLPATA|Plaza de Armas N° 100
080806|CUSCO|ESPINAR|PICHIGUA|MUNICIPALIDAD DISTRITAL DE PICHIGUA|Plaza de Armas S/N
080807|CUSCO|ESPINAR|SUYCKUTAMBO|MUNICIPALIDAD DISTRITAL DE SUYCKUTAMBO|Plaza de Armas S/N
080808|CUSCO|ESPINAR|ALTO PICHIGUA|MUNICIPALIDAD DISTRITAL DE ALTO PICHIGUA|Plaza de Armas S/N
080901|CUSCO|LA CONVENCIÓN|SANTA ANA|MUNICIPALIDAD PROVINCIAL DE SANTA ANA|Jr. Espinar N° 306 - Plaza de Armas
080902|CUSCO|LA CONVENCIÓN|ECHARATE|MUNICIPALIDAD DISTRITAL DE ECHARATE|Plaza de Armas S/N
080903|CUSCO|LA CONVENCIÓN|HUAYOPATA|MUNICIPALIDAD DISTRITAL DE HUAYOPATA|Plaza de Armas S/N
080904|CUSCO|LA CONVENCIÓN|MARANURA|MUNICIPALIDAD DISTRITAL DE MARANURA|Plaza de Armas S/N
080905|CUSCO|LA CONVENCIÓN|OCOBAMBA|MUNICIPALIDAD DISTRITAL DE OCOBAMBA|Plaza de Armas S/N
080906|CUSCO|LA CONVENCIÓN|QUELLOUNO|MUNICIPALIDAD DISTRITAL DE QUELLOUNO|Plaza de Armas S/N Jr. José Olaya N° 151 Mz. A
080907|CUSCO|LA CONVENCIÓN|KIMBIRI|MUNICIPALIDAD DISTRITAL DE KIMBIRI|Lt. 1 Km. 4 - Plaza Mayor de la pacificación
080908|CUSCO|LA CONVENCIÓN|SANTA TERESA|MUNICIPALIDAD DISTRITAL DE SANTA TERESA|Plaza Cívica de La Solidaridad S/N
080909|CUSCO|LA CONVENCIÓN|VILCABAMBA|MUNICIPALIDAD DISTRITAL DE VILCABAMBA|Plaza de Armas S/N
080910|CUSCO|LA CONVENCIÓN|PICHARI|MUNICIPALIDAD DISTRITAL DE PICHARI|Plaza Principal S/N
080911|CUSCO|LA CONVENCIÓN|INKAWASI|MUNICIPALIDAD DISTRITAL DE INKAWASI|Plaza de Armas S/N
080912|CUSCO|LA CONVENCIÓN|VILLA VIRGEN|MUNICIPALIDAD DISTRITAL DE VILLA VIRGEN|Jr. 22 de Junio N° 5 Mz. 11 Lt. 5
080913|CUSCO|LA CONVENCIÓN|VILLA KINTIARINA|MUNICIPALIDAD DISTRITAL DE VILLA KINTIARINA|Plaza Principal S/N
080914|CUSCO|LA CONVENCIÓN|MEGANTONI|MUNICIPALIDAD DISTRITAL DE MEGANTONI|Calle Principal S/N - Comunidad Nativa Camisea
080915|CUSCO|LA CONVENCIÓN|KUMPIRUSHIATO|MUNICIPALIDAD DISTRITAL DE KUMPIRUSHIATO|Av. Los Libertadores S/N Mz. A Lt. 1
080916|CUSCO|LA CONVENCIÓN|CIELO PUNCO|MUNICIPALIDAD DISTRITAL DE CIELO PUNCO|Jr. Demetrio Sanchez N° 15 Mz. L Lt. 15
080917|CUSCO|LA CONVENCIÓN|MANITEA|MUNICIPALIDAD DISTRITAL DE MANITEA|Av. Tahuantinsuyo Lobo S/N Mz. B
080918|CUSCO|LA CONVENCIÓN|UNIÓN ASHANINKA|MUNICIPALIDAD DISTRITAL DE UNIÓN ASHANINKA|Jr. Túpac Amaru S/N - Plaza Principal
081001|CUSCO|PARURO|PARURO|MUNICIPALIDAD PROVINCIAL DE PARURO|Plaza de Armas S/N
081002|CUSCO|PARURO|ACCHA|MUNICIPALIDAD DISTRITAL DE ACCHA|Plaza de Armas S/N
081003|CUSCO|PARURO|CCAPI|MUNICIPALIDAD DISTRITAL DE CCAPI|Plaza de Armas S/N
081004|CUSCO|PARURO|COLCHA|MUNICIPALIDAD DISTRITAL DE COLCHA|Calle Mariscal Cáceres S/N
081005|CUSCO|PARURO|HUANOQUITE|MUNICIPALIDAD DISTRITAL DE HUANOQUITE|Plaza de Armas S/N
081006|CUSCO|PARURO|OMACHA|MUNICIPALIDAD DISTRITAL DE OMACHA|Plaza de Armas S/N
081007|CUSCO|PARURO|PACCARITAMBO|MUNICIPALIDAD DISTRITAL DE PACCARITAMBO|Carretera Cusco - Santo Tomas Km. 51
081008|CUSCO|PARURO|PILLPINTO|MUNICIPALIDAD DISTRITAL DE PILLPINTO|Plaza de Armas S/N
081009|CUSCO|PARURO|YAURISQUE|MUNICIPALIDAD DISTRITAL DE YAURISQUE|Plaza de Armas S/N
081101|CUSCO|PAUCARTAMBO|PAUCARTAMBO|MUNICIPALIDAD PROVINCIAL DE PAUCARTAMBO|Plaza de Armas S/N
081102|CUSCO|PAUCARTAMBO|CAICAY|MUNICIPALIDAD DISTRITAL DE CAICAY|Av. 28 de Julio S/N - Plaza de Armas
081103|CUSCO|PAUCARTAMBO|CHALLABAMBA|MUNICIPALIDAD DISTRITAL DE CHALLABAMBA|Plaza de Armas S/N Mz. P Lt. 16 Km. 1
081104|CUSCO|PAUCARTAMBO|COLQUEPATA|MUNICIPALIDAD DISTRITAL DE COLQUEPATA|Av. Principal S/N Mz. O Lt. 1
081105|CUSCO|PAUCARTAMBO|HUANCARANI|MUNICIPALIDAD DISTRITAL DE HUANCARANI|Plaza de Armas S/N
081106|CUSCO|PAUCARTAMBO|KOSÑIPATA|MUNICIPALIDAD DISTRITAL DE KOSÑIPATA|Plaza de Armas S/N - Pillcopata
081201|CUSCO|QUISPICANCHI|URCOS|MUNICIPALIDAD PROVINCIAL DE URCOS|Jr. César Vallejo N° 109 - Plaza de Armas
081202|CUSCO|QUISPICANCHI|ANDAHUAYLILLAS|MUNICIPALIDAD DISTRITAL DE ANDAHUAYLILLAS|Plaza de Armas S/N
081203|CUSCO|QUISPICANCHI|CAMANTI|MUNICIPALIDAD DISTRITAL DE CAMANTI|Av. Fernando Belaúnde Terry N° 4 Mz. Q Lt. 4
081204|CUSCO|QUISPICANCHI|CCARHUAYO|MUNICIPALIDAD DISTRITAL DE CCARHUAYO|Plaza de Armas S/N
081205|CUSCO|QUISPICANCHI|CCATCA|MUNICIPALIDAD DISTRITAL DE CCATCA|Plaza de Armas S/N
081206|CUSCO|QUISPICANCHI|CUSIPATA|MUNICIPALIDAD DISTRITAL DE CUSIPATA|Plaza de Armas S/N
081207|CUSCO|QUISPICANCHI|HUARO|MUNICIPALIDAD DISTRITAL DE HUARO|Plaza de Armas S/N
081208|CUSCO|QUISPICANCHI|LUCRE|MUNICIPALIDAD DISTRITAL DE LUCRE|Plaza de Armas S/N
081209|CUSCO|QUISPICANCHI|MARCAPATA|MUNICIPALIDAD DISTRITAL DE MARCAPATA|Plaza de Armas S/N
081210|CUSCO|QUISPICANCHI|OCONGATE|MUNICIPALIDAD DISTRITAL DE OCONGATE|Plaza de Armas S/N
081211|CUSCO|QUISPICANCHI|OROPESA|MUNICIPALIDAD DISTRITAL DE OROPESA|Plaza de Armas N° 100
081212|CUSCO|QUISPICANCHI|QUIQUIJANA|MUNICIPALIDAD DISTRITAL DE QUIQUIJANA|Plaza de Armas S/N
081301|CUSCO|URUBAMBA|URUBAMBA|MUNICIPALIDAD PROVINCIAL DE URUBAMBA|Jr. Bolívar S/N
081302|CUSCO|URUBAMBA|CHINCHERO|MUNICIPALIDAD DISTRITAL DE CHINCHERO|Plaza de Armas S/N
081303|CUSCO|URUBAMBA|HUAYLLABAMBA|MUNICIPALIDAD DISTRITAL DE HUAYLLABAMBA|Plaza de Armas S/N
081304|CUSCO|URUBAMBA|MACHUPICCHU|MUNICIPALIDAD DISTRITAL DE MACHUPICCHU|Plaza Manco Cápac N° 101
081305|CUSCO|URUBAMBA|MARAS|MUNICIPALIDAD DISTRITAL DE MARAS|Plaza de Armas S/N
081306|CUSCO|URUBAMBA|OLLANTAYTAMBO|MUNICIPALIDAD DISTRITAL DE OLLANTAYTAMBO|Plaza de Armas S/N
081307|CUSCO|URUBAMBA|YUCAY|MUNICIPALIDAD DISTRITAL DE YUCAY|Av. San Martín N° 907
090101|HUANCAVELICA|HUANCAVELICA|HUANCAVELICA|MUNICIPALIDAD PROVINCIAL DE HUANCAVELICA|Av. Manchego Muñoz N° 299
090102|HUANCAVELICA|HUANCAVELICA|ACOBAMBILLA|MUNICIPALIDAD DISTRITAL DE ACOBAMBILLA|Plaza Principal S/N
090103|HUANCAVELICA|HUANCAVELICA|ACORIA|MUNICIPALIDAD DISTRITAL DE ACORIA|Plaza San Lorenzo S/N
090104|HUANCAVELICA|HUANCAVELICA|CONAYCA|MUNICIPALIDAD DISTRITAL DE CONAYCA|Plaza Principal S/N
090105|HUANCAVELICA|HUANCAVELICA|CUENCA|MUNICIPALIDAD DISTRITAL DE CUENCA|Plaza Principal S/N
090106|HUANCAVELICA|HUANCAVELICA|HUACHOCOLPA|MUNICIPALIDAD DISTRITAL DE HUACHOCOLPA|Plaza Principal N° 118
090107|HUANCAVELICA|HUANCAVELICA|HUAYLLAHUARA|MUNICIPALIDAD DISTRITAL DE HUAYLLAHUARA|Calle Progreso S/N
090108|HUANCAVELICA|HUANCAVELICA|IZCUCHACA|MUNICIPALIDAD DISTRITAL DE IZCUCHACA|Av. Miguel Galvez N° 130
090109|HUANCAVELICA|HUANCAVELICA|LARIA|MUNICIPALIDAD DISTRITAL DE LARIA|Plaza Principal S/N
090110|HUANCAVELICA|HUANCAVELICA|MANTA|MUNICIPALIDAD DISTRITAL DE MANTA|Plaza Principal S/N
090111|HUANCAVELICA|HUANCAVELICA|MARISCAL CÁCERES|MUNICIPALIDAD DISTRITAL DE MARISCAL CÁCERES|Calle Real S/N
090112|HUANCAVELICA|HUANCAVELICA|MOYA|MUNICIPALIDAD DISTRITAL DE MOYA|Plaza Principal S/N
090113|HUANCAVELICA|HUANCAVELICA|NUEVO OCCORO|MUNICIPALIDAD DISTRITAL DE NUEVO OCCORO|Plaza Principal S/N
090114|HUANCAVELICA|HUANCAVELICA|PALCA|MUNICIPALIDAD DISTRITAL DE PALCA|Plaza Principal S/N
090115|HUANCAVELICA|HUANCAVELICA|PILCHACA|MUNICIPALIDAD DISTRITAL DE PILCHACA|Plaza Principal N° 1
090116|HUANCAVELICA|HUANCAVELICA|VILCA|MUNICIPALIDAD DISTRITAL DE VILCA|Jr. Bolívar S/N
090117|HUANCAVELICA|HUANCAVELICA|YAULI|MUNICIPALIDAD DISTRITAL DE YAULI|Av. 23 de Junio S/N - Plaza Principal
090118|HUANCAVELICA|HUANCAVELICA|ASCENSIÓN|MUNICIPALIDAD DISTRITAL DE ASCENSIÓN|Av. San Juan Evangelista N° 770
090119|HUANCAVELICA|HUANCAVELICA|HUANDO|MUNICIPALIDAD DISTRITAL DE HUANDO|Plaza de Armas S/N
090201|HUANCAVELICA|ACOBAMBA|ACOBAMBA|MUNICIPALIDAD PROVINCIAL DE ACOBAMBA|Plaza Jorge Chávez S/N
090202|HUANCAVELICA|ACOBAMBA|ANDABAMBA|MUNICIPALIDAD DISTRITAL DE ANDABAMBA|Plaza Principal S/N
090203|HUANCAVELICA|ACOBAMBA|ANTA|MUNICIPALIDAD DISTRITAL DE ANTA|Plaza Principal S/N
090204|HUANCAVELICA|ACOBAMBA|CAJA|MUNICIPALIDAD DISTRITAL DE CAJA|Plaza Principal S/N
090205|HUANCAVELICA|ACOBAMBA|MARCAS|MUNICIPALIDAD DISTRITAL DE MARCAS|Plaza Principal S/N
090206|HUANCAVELICA|ACOBAMBA|PAUCARA|MUNICIPALIDAD DISTRITAL DE PAUCARA|Plaza Principal S/N
090207|HUANCAVELICA|ACOBAMBA|POMACOCHA|MUNICIPALIDAD DISTRITAL DE POMACOCHA|Plaza Principal S/N
090208|HUANCAVELICA|ACOBAMBA|ROSARIO|MUNICIPALIDAD DISTRITAL DE ROSARIO|Plaza Principal S/N
090301|HUANCAVELICA|ANGARAES|LIRCAY|MUNICIPALIDAD PROVINCIAL DE LIRCAY|Jr. Buenos Aires N° 235
090302|HUANCAVELICA|ANGARAES|ANCHONGA|MUNICIPALIDAD DISTRITAL DE ANCHONGA|Plaza Principal S/N
090303|HUANCAVELICA|ANGARAES|CALLANMARCA|MUNICIPALIDAD DISTRITAL DE CALLANMARCA|Plaza Principal S/N
090304|HUANCAVELICA|ANGARAES|CCOCHACCASA|MUNICIPALIDAD DISTRITAL DE CCOCHACCASA|Plaza Principal S/N
090305|HUANCAVELICA|ANGARAES|CHINCHO|MUNICIPALIDAD DISTRITAL DE CHINCHO|Jr. Alva S/N Mz. 1 Lt. 1
090306|HUANCAVELICA|ANGARAES|CONGALLA|MUNICIPALIDAD DISTRITAL DE CONGALLA|Plaza Principal S/N
090307|HUANCAVELICA|ANGARAES|HUANCA-HUANCA|MUNICIPALIDAD DISTRITAL DE HUANCA-HUANCA|Plaza Principal S/N
090308|HUANCAVELICA|ANGARAES|HUAYLLAY GRANDE|MUNICIPALIDAD DISTRITAL DE HUAYLLAY GRANDE|Plaza Principal S/N
090309|HUANCAVELICA|ANGARAES|JULCAMARCA|MUNICIPALIDAD DISTRITAL DE JULCAMARCA|Plaza Principal S/N
